reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
gp:AOqpTOFoIODkfnMoO7ssJLkhAmb6M4dNEv4aR4UDBMNXqigru_gwYRnR_qN6LmDSLiVpMMX_00iVUBR76HyrXLs,Mick Coops,https://play-lh.googleusercontent.com/a/AATXAJxLwcsvishffO-lsLqDulUAH8FLSMCczzCtXZGF=mo,Always instant payments and easy to use good app,4,0,4.33.0.0139,2021-04-30 07:16:44,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOH0JDUFR2acoB88dZkwggbuxEKmwE6xEHQMUeyWSdyeDHm4QYy7go0HJtUPfWCOWe17OQQJM-nzMAJ_te8,Sisha Gonsior,https://play-lh.googleusercontent.com/a/AATXAJxYvNx1H26tDEAypI5a68IgKWExBf4wTLeppOHW=mo,"Great app, could use a few more functions",4,0,4.35.0.0145,2021-06-22 09:59:27,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOFvXU81x7yR-a9anu5atyScQfcX0COzFukC18HF-NAqDP6I1oay00bbo04lk6ZhXByjHuYOChlV_3nIMlo,Jacqui Chaplin,https://play-lh.googleusercontent.com/a/AATXAJwwPGb9p15yrDQ1y7jjE80PGIMyMQGJULVzVLsh=mo,Just needs same functionality as ANZ online to manage future payments etc,4,0,4.34.0.0141,2021-05-28 08:29:47,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOG_OkyRnEslDe4OA7vWIiKGtEQB_sBpJXHXQAUXpejjPpTzDk8yMZgmQhHCNh-DolAudiHepi1ek6PNWcw,Chris Thornley,https://play-lh.googleusercontent.com/a-/AOh14GiZfr4MkmAcwc4m3gvAnr06kwx-2_WYWVQLeQWB,"No functions really when compared to my other bank app. Need anything it says ""call us"". The voice ID for payments never works for me. They could probably study the nab app to see how functions should be added. I didn't find it that user friendly. I suppose at least the facade is pretty though. Edit: it's come a long way from where it was. From 1 star to 4.",4,33,4.32.0.0137,2021-04-12 10:08:46,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOHmIbjFX5sLSZE13_Do4-XzHKc13VkZg2k0Am1piqRWXaF3Qcqdr-9OqtLRtFwrTI-IA0nK007F9PrHTk4,H A,https://play-lh.googleusercontent.com/a-/AOh14Gj_ni4OWlFbdzTNvqhaUOLL_wPADpOcwOBhvMba,"Not bad but still could be improved a lot,",4,0,4.33.0.0139,2021-05-11 14:17:20,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOHFOtDrZb3oDRHIdDmIcfIssZrhj14E1giOSE6D5axYHbcvry-xls_MeZaEEX67W6V7KusSSjM-d-WylQI,Andrew Poulopoulos,https://play-lh.googleusercontent.com/a-/AOh14GhUI9Hjh_BndbuSRmj0OGnmHM3I5gWp9ssSu0bmtw,App works well. Never had an issue.,4,0,4.35.0.0145,2021-06-06 06:33:56,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOETHYMxkdPOG1t00H0PxouBXwMBIsuES2r3n9h2N0MbVYwxc_43QJoGPLuDMLuYWc9SH8jL6Oj-lhjIF50,Axel Jury,https://play-lh.googleusercontent.com/a/AATXAJz9XWQNAjMq02sbK4t027ImC3rk6VXUiQyqijCz1lI=mo,Nice app! It's useful and fast and clean looking. Only thing is that you can't get notifications for when you're paid which I think should be an obvious feature of any bank app.,4,15,4.32.0.0137,2021-04-16 14:38:18,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOEP8to5S7G4aygAwgI9JraFatFayGockapfIR2Ulc-hcYiOxpXylK5oOXXKedTbjIZ0akCUJkKn2DNJqDI,Ben Treseder,https://play-lh.googleusercontent.com/a-/AOh14Gjaw0yTuXNqU_ylSuFPTl-ke3LxoTI-IgS1HQ3DnQ,Just some feedback. When exciting the app you can still see private information (balance etc) by opening recent apps and scrolling through. My other banking apps close the app so you only see the sign in page,4,3,4.32.0.0137,2021-04-13 09:40:41,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOGSnYmrRdotZFojH-J3wYYM5ruQZut2srNnoBUK21rU0PzCM8GOANv2-OVhQ2MxTJcFiC1L4gQeFCZuPQ4,Carmela Trovato,https://play-lh.googleusercontent.com/a/AATXAJyh95NRBajZZB3t-cXgTisHZCuL-9FPRkN6Xtmt=mo,Good but unable to manage scheduled payments with this app. To manage payments I still need to search ANZ on Google and log in from there. Hopefully someone fixes this.,4,0,4.32.0.0137,2021-04-30 12:32:25,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOGT6eM7R39cJSIJ64i--B-8a2qD4WCDQBUU1Ie9EbA1bw5266GSgyVcoRzm4TCPZ80OLQGpW4Vbnm77_-c,Michelle Rangi,https://play-lh.googleusercontent.com/a-/AOh14Gg-SFhOMwUYiL0RMmMsTrzgNAvVkbJwlxkmgUfE,This App sucks. UPDATE.May2021. This App works great ! Does everything I need. Never an issue with it.,4,0,4.33.0.0139,2021-05-02 03:21:08,"Hi Michelle,

Sorry to hear about your experience. Please provide the following details to mobile@anz.com, and we'll look into this for you.

•Mobile number
•Device model
•Operating system
•Screenshots of any error message
•Steps to replicate the error

Regards,

Georgie @ ANZ App",2019-03-05 11:48:48,most_relevant,com.anz.android.gomoney
gp:AOqpTOFCzKCMCc8-BCYulxIafdfGqOYD5HOH13KgLbdtWHOrJGCNMt6fGr4arXrtpBHk2DAXZIgMRhSL5wakg88,Michelle Blake,https://play-lh.googleusercontent.com/a/AATXAJxI2-ZZiaZmCDFM9C_Y8Ja5KJ5a21PsK6y39Z_Q=mo,"Generally quite good. Does have a lot of down time for certain things but is very convenient and generally works great. Can be slow to update information but sending money to others is usually instant, even to other banks.",4,2,4.32.0.0137,2021-03-21 07:55:08,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOGZ5KeLCndgRm0pVKrWee6KULJVyTsqwVUvMZe1Ts_L-jede8Zm5DW8w_4fE4iD6mlsWe7LJyLfMD8NUjc,Kayleigh Murray,https://play-lh.googleusercontent.com/a-/AOh14Ggi5nqB1KBj6WuDwz_hKZkriP4VvTnMTmVTVWgB,I Have not 1 single issue with this app so far it all dose what it supposed to do as far as I can tell,4,0,4.34.0.0141,2021-06-16 00:48:03,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOF9KL9WuEIAfw3tqnh1ZrEGCVzi9WD770pqeYjqidedGFERGjW--5frW4PQwe_QJkxy80qqlLmmuoh_lFw,Nicole Reynolds,https://play-lh.googleusercontent.com/a-/AOh14GiYsMB6cFH5Yhx4jqMJUuX65H6dlM-ZMjfheV0F,Great. Easy to use. I like to simple clear format and basic colours!,4,0,4.32.0.0137,2021-04-06 03:56:40,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOEa2Bml88ls-wpYJ3vqQV0u4XSRqLEbuMd61RmR_WoXfBpKwfMuttzRDm3IAweDCU3UrrfhHq33LHu1nDU,Mitchell A,https://play-lh.googleusercontent.com/a-/AOh14Gjd0AS-6_WkxIoccfDVS5mR-tugYcGHIXGbjkyLYg,Not too bad. Log out function could be easier to find.,4,0,4.32.0.0137,2021-04-12 16:17:21,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOH2W5EX0nKVOP7f4y6Hm5xhrUdxsdQcYSs9PZLHS0WfoAoerS-1VJgL1KxOxUXYpt55fJNnjY_7IFfQ_04,Nicole Delaney,https://play-lh.googleusercontent.com/a-/AOh14Gg8BUHac3J0ZBg5DsMYR-0y8wSJyZ3loszfdeHjVg,I've found the app to be particularly helpful for the everyday spending needs and useful for keeping track of information you need for any situation.,4,0,4.31.0.0136,2021-03-15 06:12:32,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOE3q_CdirsjmibjpUvQ_sNI8TXR-lMqGbljzhs4jXx97zjGvtiv4xyj2SYj6JybKLx1d-Pe3IA0rM6tHXM,paula mcclare,https://play-lh.googleusercontent.com/a/AATXAJwDq9F1RahuDQcidIDej9xSy89bxXFdNIa6j-3t=mo,Great app so easy to use.,4,0,4.35.0.0145,2021-06-27 05:32:05,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOHj3rsBYnXDZS8ISYtkwTwtlkhs1MklApAI1vR2CE45UAJmz9o6xf5A_jX662a0ErkrvYeuSZlP7YodG4Q,mike neagle,https://play-lh.googleusercontent.com/a/AATXAJw0X6lnCMzP_WYrOrOkmMw4ISmVD_3LNhwbKNkj=mo,Would give high but found it difficult to edit payee name/details.,4,0,4.33.0.0139,2021-05-11 13:09:40,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOGEijz1TX9jYMiyko6wH4uFy33zCO4YkSvXB17fF7L6hcztAoMC646ehInFxIs5N47KLoF2LSEPcGgCs44,Crystal Montero,https://play-lh.googleusercontent.com/a-/AOh14Ggw-YAt3D7W42wnaqfdKWR9QihuVHgelTIGjLmazg,Like it all but doesn't show card number why?,4,0,4.34.0.0141,2021-06-11 20:31:59,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOFWb6Q2jbvtgOUtZi_PYGQp3wp3DK44sSxSGiBgda5E3_jIcO6lKvcAAegv5t3Y-MSlzgdmy8RE39duru0,aliyahs island,https://play-lh.googleusercontent.com/a-/AOh14Ggg62wLz6V2I2silyMmJSVM8vb7kyzqD916zJUsRl0,It's a good phone banking app. But it could be a little better if it gave a time stamp on your transactions.,4,0,4.31.0.0136,2021-02-20 07:19:01,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOHYFrotSrd1-f7AIxIdPtwdy63H8wxciCCtidHsFo4KjMSV0BWaH7loOzStAVHRTYFMyiFpGpTBKhxJTF8,Nick Pool,https://play-lh.googleusercontent.com/a/AATXAJyl5R5DtaYyF6xXZemYECFaF7_8J5MLB-3w2Cfw=mo,Easy and clear to use. Saving time on banking,4,0,4.32.0.0137,2021-04-06 15:18:55,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOFnmL-MkOPtPBgjIFRkgwd8YcVpWKQBwIwnAMvuHzLZY3aR_KJKnNJMGFzFXrz8edEZLMU9RZR-QyqlfbU,Lawrie Breitkreutz,https://play-lh.googleusercontent.com/a-/AOh14GjT0OwYxz3wRhPm4mAY5guhO0HwHWkka-1TojtO2w,Good app would be better if you could do recurring payment transactions instead of every week trying to remember to do them,4,0,4.31.0.0136,2021-02-25 18:03:26,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOHcxoOHhQxv6gUmVPQC7afGm-5cdbsX028Gmqg1RrV2eEC6NQKuuj2BOX2s7ZwfwK6RH3a_xc6ltJ9P_2I,Nicholas Markulin,https://play-lh.googleusercontent.com/a/AATXAJzf4rzi8UYeDLhCkbrwNk7dqrOgDmi-faAe6S_B=mo,Generally functional and relatively easy to use. Search function needs improving.,4,1,4.31.0.0136,2021-03-11 07:44:26,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOHC_BADHH03SjHXB34tp84nbksAKSESVwqKNjXp5Y_NZCksjUOW8UVHy6zhHzL5asLUbR9caM_aHwBmAM4,rhiiiannongardner,https://play-lh.googleusercontent.com/a/AATXAJz8-Kzfi639Gehz_THrU7nrg6CDsMsUXkNMnayI=mo,Would like to see a savings summary per month on the progress saver account similar to the spend summary on the access account. Then the app would be +++++.,4,0,4.31.0.0136,2021-03-09 03:59:46,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOG-O5Y4qrBMN7itlKMl9tuJ4Fp9MLeSoXt9K6j-G84w82IBF45_GhfUQvUeCsRF6D-koIo6ViS-gGbEZ_Q,stephen chown,https://play-lh.googleusercontent.com/a/AATXAJwXOUNfJ-kECV0FbDLB_b_GJlQUgThtdw2YXXq3=mo,Usually this app is awesome but sometimes it can be a little glitchy.,4,0,4.32.0.0137,2021-03-17 08:27:09,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOG_0cLo0bT9dT1K_MCLf1LNGqr9eVifdt9VoVPFylGiUXnZyH0FQ1jiQ_eBuVThtCAEuOEGG_KAq0rFzGE,Rhys Orourke,https://play-lh.googleusercontent.com/a-/AOh14Gi4fyrj0k7y-XsE4FmNDThNSfUjs4VYNDhRoqfp,"Needs more banking customised features likes ""buckets """,4,0,4.33.0.0139,2021-06-22 19:56:32,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOH8uWU_abithnUtNuKzHi9Zuja6ESlO8Z--EDDHeItVDJLu4SpUTxL_bHbnqWB86i373bHgPK-W85qYTdI,Jola Walczynski,https://play-lh.googleusercontent.com/a-/AOh14GhcJQzHGdNQ-wynZoYRHl93fYkriddSbkGCa3ox,Easy to use and view statement but could not find how to log out,4,0,4.31.0.0136,2021-02-28 12:10:13,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOGTVIG1mGX-BECouJYvZEmDcG5t8gG7LyL_TcFI61Av7CxwAM16z_xjhq8ssNx85XK6S6DXWAOpCa6MJTg,Michelle Hodgson,https://play-lh.googleusercontent.com/a-/AOh14GihlTzNt9xixBj7OmVgEDUli0Mny4ns1S4jYkG0NYk,"Easy access to my own money, frequently updated and protected.",4,0,4.31.0.0136,2021-03-04 12:55:50,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOFyFxgEaciu3SUyO0VHk-5WyM2gMV-QwC14xzr_RxAmYXP_0a25r-sHruTkBMEoahX2JQ-wHEL8CHpnykM,Lazarus kumar,https://play-lh.googleusercontent.com/a/AATXAJzfEzzDO9gaoUtUM0eBry0wV_ph2NxrYrtkG2s=mo,Very easy and clear,4,0,4.33.0.0139,2021-04-30 03:48:22,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOG6wBurc2_5Z01Kv0MccejBxGj7_PMtcKZln-Y5F6EUQvs6b4M0YgDJ93T4bqLgZ2AUPIQ365QLeYXs_v8,Shambita Tamusyo,https://play-lh.googleusercontent.com/a-/AOh14GjytT9U_R3sGMC-yJfNZZ4OoVtYmP0HXTal5NjjQhw,Nice and easy to use...,4,0,4.34.0.0141,2021-05-21 07:02:15,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOGabQyA4_Lq-NzyEtI5SyVgSMsQhU1Ze_An_vfqfRm2lReZpprvxfiRhw3t04Z7S2q6VXAkCDS5p7v-_vs,Warren Beaver,https://play-lh.googleusercontent.com/a/AATXAJzDBcTJjH3leZ8I2Hr6W6cNMpWfEaG5EoDdSKjk=mo,Would be useful to be able to see and amend scheduled payments in the app.,4,0,4.31.0.0136,2021-03-01 06:50:44,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOEoc5agSDSH7zXZwtgAVgfoOKlEs-qwymdh0zXowqg1OP3_EX6FKyj0hIV7zsbgIYVliZCymbn9GaxuVEU,Fran Reader,https://play-lh.googleusercontent.com/a/AATXAJx1jXzs_6BLwfHYNV-vCtwsDIX7SGCYl0E-Ntpf=mo,Quick n easy access to enable management of funds. ☆☆☆,4,0,4.32.0.0137,2021-03-25 11:28:24,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOEkfmp_QT3muFCCC41gHO3PTcxHsvdOdwQ4XGGG7ImJoHR7xeURk7ChuPIK7GwHocmOh0zW3gBH3D8rrAA,david chesney,https://play-lh.googleusercontent.com/a/AATXAJx233VacGbPwxJYq0gcoygQJX1bjF-IR-j_WBAM=mo,Thanks very easy banking app too use.,4,0,4.32.0.0137,2021-04-08 18:43:08,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOFH321xs5JORI-iOirc1UdUl7i7HmVDmEQJyZgSdodokjZlLYvvsy-i-G4A7JiYgjGPs9mO_QHewg2HSnc,Tom Brown,https://play-lh.googleusercontent.com/a-/AOh14GjY_HURWFL_s1JjIqMsk7ucc5qKPUne557iY48W6Q,Good and easy to use but could do with some updates,4,0,4.31.0.0136,2021-03-10 10:34:56,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOG2J5DdxfOyXJaeQp0mWJKUzrLDl1HyDOdDHJb8TFs_Fz_rNfTjftYJ0vWTOaXze3b0pGJ_s64c8wuOQYI,Greg's Tender Joint,https://play-lh.googleusercontent.com/a-/AOh14GicBkFcu1e35nn8vEXCjq39VLtqRBTrramIALAlVg,Could be 5 stars but the voice confirmation torments me,4,0,4.33.0.0139,2021-04-22 14:32:22,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOGO22BtYTV1HMDle-nV-bsx6cc39Nbqi8777ar9VQbNwOnKmD11aEHdWs6jOS2w7hpUgKPuKiG7K1N6qs0,KERRY JOHNSTONE,https://play-lh.googleusercontent.com/a-/AOh14GjpkH5ZjGFzBv16FYEyw2RGqkEtGP3M3P99KHfghw,Good quick service no problems doing what you need to do,4,0,4.32.0.0137,2021-03-23 07:33:54,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOFFEhrayesh2_fizLjEODUGYRtF16WxzPH0b7MMqKg-7Ezab8n3wDX_u5mG4O7oHtcnYwRT70ZVovoqX6g,David Campbell,https://play-lh.googleusercontent.com/a-/AOh14GijIAIPYcWCI2x6YyEOOxgsZiNCx2fWvMGpUdO5fQ,It's a simple app to use. So it's great.,4,0,4.34.0.0141,2021-05-28 15:30:16,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOGFFIevzQ4zha-3n2TjFBvmWEpu-MUL0Swi0yzZMEpLCCROjfUcntxsiUTOcnVXWd0f03siYrau7g_kI6E,Jan Meyers,https://play-lh.googleusercontent.com/a/AATXAJwwTaZVz-HYIZL0txEap6SclxiCchYh0cLqbMog=mo,Easy to manage,4,0,4.34.0.0141,2021-05-30 12:30:26,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOHgTmiIoHKDhCgGY5LL-mDyp-tC6z2dUA2LmEf4hYiyHED-jFWQotEv0yVbqIqYHF-_07syJHbd46JGBKc,Wayne Bartholomew,https://play-lh.googleusercontent.com/a/AATXAJx1tHee49f7GZDhjCz4DFdgw1aMqajItvFmphr2=mo,Easy to use and love the convenience.,4,0,4.32.0.0137,2021-03-19 07:16:20,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOFvsln3taG-28FPHy3uhW1MbR8zgQECKFLftrFd-qDQG0Z5zbC0xA2WYWiNNnoomYloZGMtzYsXhIhLBZ0,Darren Fitzsimons,https://play-lh.googleusercontent.com/a/AATXAJx5BtBBIZoGzVdZXHFLPwkjzf3FwIqtZJZ52C2g=mo,Great app. Very useful.,4,0,4.35.0.0145,2021-06-23 18:04:08,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOGpO-4_Y04_BBj0Jh2emXtJX3wzHM6LOdNX4YAnn9Q6M-mxyBxSmgimWClWoFKgb9UQ7cMzgr-LpkmhfYI,Zoe Troy,https://play-lh.googleusercontent.com/a/AATXAJwSIhiXhrtXRi9kgTMCjHDnUsKVF8uOstjPgZfO=mo,Easy to navigate,4,0,4.34.0.0141,2021-05-25 05:34:17,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOFtCuOSmEmN-H8MdZb5hv5G59DmCbJHIilr1Ql-VTfa9VzET1mjDLAy0Egfhptz0Xjg6nSJOUqYiAMljJI,Steven Fry,https://play-lh.googleusercontent.com/a/AATXAJy4gbNMXCl1i6fkUI8MqJ2mU-lvoMlgecMC7Sal=mo,Excellent banking app...no one gets 5 stars cause then they don't improve,4,0,4.31.0.0136,2021-03-11 09:02:00,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOF8Y-vv46Akrxk1ZBeID9vxy7yMQ8n_bDtP0lqFFnW9K1Bl47papVuxVhRhm_IrL6gINhpvrU9U0jnFEA0,George Onyema,https://play-lh.googleusercontent.com/a/AATXAJykfkjBJ5itSI9lDP2V6HnNR2lKBgRTPMtB12NE=mo,"Easy use, great utility value",4,0,4.32.0.0137,2021-04-10 10:58:09,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOEyOwpGOb4iQdjv9DnMfD6lskiqUb9eDMY2X4p-w2j6M4dkF2_xZbjucZenuLwzAVaMk4REzANPohVAvZM,Kylie Sim,https://play-lh.googleusercontent.com/a/AATXAJyRJaNjuEo-SqIpsb5rQDXxYtR-glW-la_sERrT=mo,"Excellent. Clear, easy to use",4,0,4.31.0.0136,2021-06-01 02:24:21,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOEgJ5Pi0k-qXcmY23fgYrQVw1Hg9whXydwMjwz-rEfXWVxU38IbC3dkLFU9dElW0xGzJmlRdgQ4vOsbcn4,Graeme Rennie,https://play-lh.googleusercontent.com/a-/AOh14GjYsa4CGHGR8tSmrIcopTLMirE2JPI-MAwo_aRFVA,Very convenient as most local branch have closed,4,0,4.32.0.0137,2021-03-26 08:38:25,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOGIto5oAgWX0P5L5z-WFKqPGqoZoSJ7yrEbsmAhOhDUlAWxkCJV4h5_tMi-oW_spVGJqTnA_TvixxuC5C8,Engelina Burns,https://play-lh.googleusercontent.com/a-/AOh14GhlVCZe8xxoNsyhVugQajvU1hrLg19ce7i_z59WZw,It's so easy to get your statement. Also I can transfer money in a easy way. Thank you ANZ.,4,0,4.31.0.0136,2021-03-10 08:51:22,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOHaerNItP039XzK8t77ji9VLMFxXJSGbu5yXR5Utq1Rc40cmHzAs6gGXOfCRR9AXgzuA7Bb0XBGsN48qIY,Jared Kilpatrick,https://play-lh.googleusercontent.com/a/AATXAJwtVuUZ4YeoDpRy6plAGkU1supy7wAck8SwyLeC=mo,It's a banking app. Not more to say. It does what I need it to do.,4,1,4.33.0.0139,2021-04-30 16:15:52,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOGlUcp9IX3As3ZW-jkoATtOCiSM2-4xkouHOtaFc77Ka7lYSuq0Jx7pZEabUysucsjciZ20xCXexXDp2Io,kid2 family,https://play-lh.googleusercontent.com/a/AATXAJy547dFgEsZeltlLd0AzEI56XyI4FHz_PO6--ri=mo,"Works well but slow to start. More features being added all the time. However, startup time has increased over the last year. Used to be ready in about 4s including biometric scan. More takes about 12s.",4,0,,2021-04-22 03:52:31,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOGxeo31FVxvjKCrV48RgobTa98GfnKyXWfIbQAh228R2mEWjV2kjpqmx_hCVVIpBzkjXZO-UU764F-2uQo,Maricar Permejo,https://play-lh.googleusercontent.com/a/AATXAJwQc4u_U7I_mOTz-HdDD_MxNy_WRJfy4XMBVeXG=mo,Easy and reliable,4,0,4.32.0.0137,2021-04-14 05:59:32,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOGquR5BUsml05fTFS1xJZLTViURUcMAUtZcmbMTWDY-1x5ET04W_RnKI39XXgfJNGvS3t-DnsshQRIZyt4,David Butler,https://play-lh.googleusercontent.com/a/AATXAJxI6sNLTcRakmAbX66A7X_ixdBOJBe8LgE5ovCn=mo,"Like the app, don't like how it can't forward date bpay bills",4,0,4.31.0.0136,2021-02-24 16:54:17,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOEyln8ciYJnoGbmqUJGXPZ_KjT3sjnRXI2v-0_g6C3OhffaZZHj2fUwcytZlymrHGvnenXffZsPUGVhVzI,Matthew Humphreys,https://play-lh.googleusercontent.com/a-/AOh14GgI4MEBjYtyiEkMxcO89Rnu8Q4Aesw5XmPAnlGkRA,"Seems ok, no issues.",4,0,4.33.0.0139,2021-04-30 07:31:40,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOFLSgS9v3TxDzyiGm4V8CJ6TzN8UhjSE2lWYo1OwVBhObF0DJO48c7gUVEBNZeQyHLlcFWtIVqA1HeUSaA,Mr J,https://play-lh.googleusercontent.com/a-/AOh14Gh5oD2K5QVDuFRMju8CyyDgY2hj6ypVXcMZMIIrAw,"• Pros: Simple, fast, easy to use App. • Cons: 'Available Amount' and 'Current Balance' are on the reverse sides in the App than on Internet Banking, which is confusing, and the ""default"" account takes over, unnecessarily, almost half the mobile phone display, where as all other accounts are nicely and equally in lines. • Overall: Very good App for ""on-the-go"". Everybody should have one.",4,35,4.30.0.0110,2021-01-20 23:19:12,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOET8CmdX7I_9exJa-HKWngH9NvyRIMGvyb3LvkjckNnwHRed7FyTiirABlZb4v-2Uo0Fo7DitpF_hYeN2I,Suzanne Hamblin,https://play-lh.googleusercontent.com/a-/AOh14Gj3GMl0LM2boFrr0yT27ypwtrPeBOcACZ8m_2C2,Very easy to use,4,0,4.34.0.0141,2021-05-12 10:36:58,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOGztYpTVAVLFhRqM75ReiKMYGYGU6xgkzVsqWEaE5hwkPa9Cu97e3jFflJDdKRsYtUTm631OxjkBz7QObo,Ian Pescod,https://play-lh.googleusercontent.com/a-/AOh14GgNruVuSLWcUG8AGxnbe1TA1QDQVfVOo6XtMUdePA,Simple and easy to use,4,0,4.32.0.0137,2021-03-25 07:36:00,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOEXdFPUyIF9ZWc8qjYeK_quSvKhLl5QOtJvnngJkcacKvPQL4Kk_y_ZOKfoGpmqxSuSLxld2SUYNP2k4GY,Emma Walsh,https://play-lh.googleusercontent.com/a/AATXAJwEKQeXjwphD82fw9Owg9o27n_at-Zwej9Gc8ho=mo,Seams easy to use,4,0,4.35.0.0145,2021-06-13 06:21:16,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOHjNhAf_1dRlFrrYhS5Z2g1vvlW4kx8WfWlTsaT-nI5r5CJ9HIcViXaiLtuIAjisChsM2Da-pOTNDFd8YE,Anne Robibaro,https://play-lh.googleusercontent.com/a-/AOh14Gjdu-h0T9Gz1mikffBsQ91hw3gC8Jj7NLI324tTDA,"Easy to use app, I don't need to go to the bank to do my banking.",4,0,4.32.0.0137,2021-04-19 14:26:01,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOHQzrXQxYWAZnH04GBFu-aoRvlzEoVddlTg1hSqK_FHA8pCdnbpcedhZOd8W7S-5GtrYFNIAqojDcjMrQo,Reno Demicoli,https://play-lh.googleusercontent.com/a-/AOh14GiAwxEyqq736Jf6oJgoskOoIYYIdPoo358fylSZ,Great app. My only wish is yo be able to cross over to ANZ share investing just like i do on my desktop. Would be so useful for dealing with my portfolio when assy from home. I have an android phone.,4,3,4.30.0.0110,2021-01-26 00:49:27,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOFCkMAq1NTQMZbblk1nmHq4YeCBWXPKWHncPB0p031Jv4sCsIlaUawijIg9tiZfer-n3hfLhtrr7AW6Oz8,Michelle Henderson,https://play-lh.googleusercontent.com/a/AATXAJyPuRX9iHYzXy60Bq-8KAwCosXtZjZWcvO3bFVt=mo,Easy and helpful,4,0,4.32.0.0137,2021-04-10 08:45:50,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOHkcFeSGJwJY8NpvDbMFnnGkWmeKSF2tvsykFc_nTg3oc70Be2xVO3ueV1BtpoH2Zu7CPVfta29fn-75oc,George Ginis,https://play-lh.googleusercontent.com/a-/AOh14GixV98q4oEW0e2CDGVnNyUOyEnbiXaS4CifEfed,Fantastic and Convenient,4,0,4.34.0.0141,2021-06-01 10:15:58,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOEHaXk3rMrTDhammIu7DX_Xb10_LDWS7t7Afv4jOFNCSZm-Zao94OXFXtHtAKggM9dbWuhWHi8i_BTDWkM,Chloe,https://play-lh.googleusercontent.com/a-/AOh14Gh1aFuiWQpHrAhbeUmahCClSKqu4P39OBQxtt_wgJU,"This banking app is supportive of everything I want to be able to do quickly, and the organising abilities are fantastic, having separate named accounts for daily/monthly/emergency has been a game changer. My only complaint is that lately I've noticed you haven't been able to resize account images currently, which is quite annoying as I change the name and picture of my accounts often. Thought I'd pass this along to the devs, no other complaints just this one issue. Thanks!",4,0,,2019-10-28 04:30:13,"Hi Coco,
thanks for your feedback, we are working to introduce new features and enhancements, based on feedback like yours and will pass this onto the team. 

cheers
Liza@ANZ App",2019-10-29 05:48:28,most_relevant,com.anz.android.gomoney
